col_1:I,col_2:I,col_3:I,col_4:C,col_5:C,clo_6:T
289,712,720,YELLOW,o,1
693,708,703,RED,o,1
693,292,703,GREEN,o,1
693,708,297,BLUE,o,1
307,708,703,YELLOW,o,1
698,729,698,RED,o,1
698,271,698,GREEN,o,1
698,729,302,BLUE,o,1
302,729,698,YELLOW,o,1
722,710,691,RED,o,1
722,290,691,GREEN,o,1
722,710,309,BLUE,o,1
278,710,691,YELLOW,o,1
705,705,693,RED,o,1
705,295,693,GREEN,o,1
705,705,307,BLUE,o,1
295,705,693,YELLOW,o,1
701,708,718,RED,o,1
701,292,718,GREEN,o,1
701,708,282,BLUE,o,1
299,708,718,YELLOW,o,1
704,701,732,RED,o,1
704,299,732,GREEN,o,1
704,701,268,BLUE,o,1
296,701,732,YELLOW,o,1
725,699,718,RED,o,1
725,301,718,GREEN,o,1
725,699,282,BLUE,o,1
275,699,718,YELLOW,o,1
700,728,727,RED,o,1
700,272,727,GREEN,o,1
700,728,273,BLUE,o,1
300,728,727,YELLOW,o,1
723,722,734,RED,o,1
723,278,734,GREEN,o,1
723,722,266,BLUE,o,1
277,722,734,YELLOW,o,1
698,733,729,RED,o,1
698,267,729,GREEN,o,1
698,733,271,BLUE,o,1
302,733,729,YELLOW,o,1
699,701,726,RED,o,1
699,299,726,GREEN,o,1
699,701,274,BLUE,o,1
301,701,726,YELLOW,o,1
712,707,708,RED,o,1
712,293,708,GREEN,o,1
712,707,292,BLUE,o,1
288,707,708,YELLOW,o,1
708,718,720,RED,o,1
708,282,720,GREEN,o,1
708,718,280,BLUE,o,1
292,718,720,YELLOW,o,1
726,701,720,RED,o,1
726,299,720,GREEN,o,1
726,701,280,BLUE,o,1
274,701,720,YELLOW,o,1
728,711,741,RED,o,1
728,289,741,GREEN,o,1
728,711,259,BLUE,o,1
272,711,741,YELLOW,o,1
725,726,708,RED,o,1
725,274,708,GREEN,o,1
725,726,292,BLUE,o,1
275,726,708,YELLOW,o,1
711,735,719,RED,o,1
711,265,719,GREEN,o,1
711,735,281,BLUE,o,1
289,735,719,YELLOW,o,1
735,721,728,RED,o,0
735,279,728,GREEN,o,0
735,721,272,BLUE,o,0
265,721,728,YELLOW,o,0
721,744,721,RED,o,1
721,256,721,GREEN,o,1
721,744,279,BLUE,o,1
279,744,721,YELLOW,o,1
736,742,708,RED,o,1
736,258,708,GREEN,o,1
736,742,292,BLUE,o,1
264,742,708,YELLOW,o,1
735,717,708,RED,o,1
735,283,708,GREEN,o,1
735,717,292,BLUE,o,1
265,717,708,YELLOW,o,1
727,722,720,RED,o,1
727,278,720,GREEN,o,1
727,722,280,BLUE,o,1
273,722,720,YELLOW,o,1
738,730,713,RED,o,1
738,270,713,GREEN,o,1
738,730,287,BLUE,o,1
262,730,713,YELLOW,o,1
726,722,746,RED,o,1
726,278,746,GREEN,o,1
726,722,254,BLUE,o,1
274,722,746,YELLOW,o,1
732,732,751,RED,o,1
732,268,751,GREEN,o,1
732,732,249,BLUE,o,1
268,732,751,YELLOW,o,1
727,735,745,RED,o,1
727,265,745,GREEN,o,1
727,735,255,BLUE,o,1
273,735,745,YELLOW,o,1
724,735,714,RED,o,1
724,265,714,GREEN,o,1
724,735,286,BLUE,o,1
276,735,714,YELLOW,o,1
755,730,734,RED,o,1
755,270,734,GREEN,o,1
755,730,266,BLUE,o,1
245,730,734,YELLOW,o,1
747,733,721,RED,o,1
747,267,721,GREEN,o,1
747,733,279,BLUE,o,1
253,733,721,YELLOW,o,1
743,725,734,RED,o,1
743,275,734,GREEN,o,1
743,725,266,BLUE,o,1
257,725,734,YELLOW,o,1
742,722,754,RED,o,1
742,278,754,GREEN,o,1
742,722,246,BLUE,o,1
258,722,754,YELLOW,o,1
728,751,733,RED,o,1
728,249,733,GREEN,o,1
728,751,267,BLUE,o,1
272,751,733,YELLOW,o,1
750,745,754,RED,o,1
750,255,754,GREEN,o,1
750,745,246,BLUE,o,1
250,745,754,YELLOW,o,1
735,730,736,BLUE,o,0
735,270,736,RED,o,0
735,730,264,GREEN,o,0
265,730,736,BLUE,o,0
757,727,742,RED,o,1
757,273,742,GREEN,o,1
757,727,258,BLUE,o,1
243,727,742,YELLOW,o,1
750,733,725,RED,o,1
750,267,725,GREEN,o,1
750,733,275,BLUE,o,1
250,733,725,YELLOW,o,1
762,745,762,RED,o,1
762,255,762,GREEN,o,1
762,745,238,BLUE,o,1
238,745,762,YELLOW,o,1
739,731,764,RED,o,1
739,269,764,GREEN,o,1
739,731,236,BLUE,o,1
261,731,764,YELLOW,o,1
753,727,742,RED,o,1
753,273,742,GREEN,o,1
753,727,258,BLUE,o,1
247,727,742,YELLOW,o,1
733,739,728,RED,o,1
733,261,728,GREEN,o,1
733,739,272,BLUE,o,1
267,739,728,YELLOW,o,1
729,743,749,RED,o,1
729,257,749,GREEN,o,1
729,743,251,BLUE,o,1
271,743,749,YELLOW,o,1
764,753,756,RED,o,1
764,247,756,GREEN,o,1
764,753,244,BLUE,o,1
236,753,756,YELLOW,o,1
746,770,747,RED,o,1
746,230,747,GREEN,o,1
746,770,253,BLUE,o,1
254,770,747,YELLOW,o,1
735,752,742,YELLOW,o,0
735,248,742,RED,o,0
735,752,258,RED,o,0
265,752,742,YELLOW,o,0
762,761,735,RED,o,1
762,239,735,GREEN,o,1
762,761,265,BLUE,o,1
238,761,735,YELLOW,o,1
770,741,753,RED,o,1
770,259,753,GREEN,o,1
770,741,247,BLUE,o,1
230,741,753,YELLOW,o,1
736,738,738,RED,o,1
736,262,738,GREEN,o,1
736,738,262,BLUE,o,1
264,738,738,YELLOW,o,1
741,736,765,RED,o,1
741,264,765,GREEN,o,1
741,736,235,BLUE,o,1
259,736,765,YELLOW,o,1
480,640,133,YELLOW,v,0
480,360,133,RED,v,0
480,640,867,BLUE,v,0
520,640,133,YELLOW,v,0
746,754,765,RED,o,1
746,246,765,GREEN,o,1
746,754,235,BLUE,o,1
254,754,765,YELLOW,o,1
743,742,765,RED,o,1
743,258,765,GREEN,o,1
743,742,235,BLUE,o,1
257,742,765,YELLOW,o,1
777,749,744,RED,o,1
777,251,744,GREEN,o,1
777,749,256,BLUE,o,1
223,749,744,YELLOW,o,1
761,755,757,RED,o,1
761,245,757,GREEN,o,1
761,755,243,BLUE,o,1
239,755,757,YELLOW,o,1
753,765,762,RED,o,1
753,235,762,GREEN,o,1
753,765,238,BLUE,o,1
247,765,762,YELLOW,o,1
768,763,753,RED,o,1
768,237,753,GREEN,o,1
768,763,247,BLUE,o,1
232,763,753,YELLOW,o,1
744,752,773,RED,o,1
744,248,773,GREEN,o,1
744,752,227,BLUE,o,1
256,752,773,YELLOW,o,1
754,760,783,RED,o,1
754,240,783,GREEN,o,1
754,760,217,BLUE,o,1
246,760,783,YELLOW,o,1
746,749,775,RED,o,1
746,251,775,GREEN,o,1
746,749,225,BLUE,o,1
254,749,775,YELLOW,o,1
752,760,785,RED,o,1
752,240,785,GREEN,o,1
752,760,215,BLUE,o,1
248,760,785,YELLOW,o,1
771,763,760,RED,o,1
771,237,760,GREEN,o,1
771,763,240,BLUE,o,1
229,763,760,YELLOW,o,1
784,778,761,RED,o,1
784,222,761,GREEN,o,1
784,778,239,BLUE,o,1
216,778,761,YELLOW,o,1
619,44,468,BLUE,v,0
619,956,468,RED,v,0
619,44,532,YELLOW,v,0
381,44,468,YELLOW,v,0
760,767,770,RED,o,1
760,233,770,GREEN,o,1
760,767,230,BLUE,o,1
240,767,770,YELLOW,o,1
764,771,789,RED,o,1
764,229,789,GREEN,o,1
764,771,211,BLUE,o,1
236,771,789,YELLOW,o,1
765,778,766,RED,o,0
765,222,766,GREEN,o,0
765,778,234,BLUE,o,0
235,778,766,YELLOW,o,0
793,779,783,RED,o,1
793,221,783,GREEN,o,1
793,779,217,BLUE,o,1
207,779,783,YELLOW,o,1
783,755,771,RED,o,1
783,245,771,GREEN,o,1
783,755,229,BLUE,o,1
217,755,771,YELLOW,o,1
786,761,775,RED,o,1
786,239,775,GREEN,o,1
786,761,225,BLUE,o,1
214,761,775,YELLOW,o,1
776,762,792,RED,o,1
776,238,792,GREEN,o,1
776,762,208,BLUE,o,1
224,762,792,YELLOW,o,1
794,780,790,RED,o,1
794,220,790,GREEN,o,1
794,780,210,BLUE,o,1
206,780,790,YELLOW,o,1
784,787,761,RED,o,1
784,213,761,GREEN,o,1
784,787,239,BLUE,o,1
216,787,761,YELLOW,o,1
792,774,784,RED,o,1
792,226,784,GREEN,o,1
792,774,216,BLUE,o,1
208,774,784,YELLOW,o,1
771,772,763,RED,o,1
771,228,763,GREEN,o,1
771,772,237,BLUE,o,1
229,772,763,YELLOW,o,1
763,796,765,RED,o,1
763,204,765,GREEN,o,1
763,796,235,BLUE,o,1
237,796,765,YELLOW,o,1
801,789,766,RED,o,1
801,211,766,GREEN,o,1
801,789,234,BLUE,o,1
199,789,766,YELLOW,o,1
773,794,774,RED,o,1
773,206,774,GREEN,o,1
773,794,226,BLUE,o,1
227,794,774,YELLOW,o,1
790,788,786,RED,o,1
790,212,786,GREEN,o,1
790,788,214,BLUE,o,1
210,788,786,YELLOW,o,1
803,799,777,RED,o,1
803,201,777,GREEN,o,1
803,799,223,BLUE,o,1
197,799,777,YELLOW,o,1
780,780,793,RED,o,1
780,220,793,GREEN,o,1
780,780,207,BLUE,o,1
220,780,793,YELLOW,o,1
777,769,769,RED,o,1
777,231,769,GREEN,o,1
777,769,231,BLUE,o,1
223,769,769,YELLOW,o,1
778,773,784,RED,o,1
778,227,784,GREEN,o,1
778,773,216,BLUE,o,1
222,773,784,YELLOW,o,1
800,790,801,RED,o,1
800,210,801,GREEN,o,1
800,790,199,BLUE,o,1
200,790,801,YELLOW,o,1
809,804,797,RED,o,1
809,196,797,GREEN,o,1
809,804,203,BLUE,o,1
191,804,797,YELLOW,o,1
786,776,791,RED,o,1
786,224,791,GREEN,o,1
786,776,209,BLUE,o,1
214,776,791,YELLOW,o,1
776,808,801,RED,o,1
776,192,801,GREEN,o,1
776,808,199,BLUE,o,1
224,808,801,YELLOW,o,1
776,801,803,RED,o,1
776,199,803,GREEN,o,1
776,801,197,BLUE,o,1
224,801,803,YELLOW,o,1
786,803,803,RED,o,1
786,197,803,GREEN,o,1
786,803,197,BLUE,o,1
214,803,803,YELLOW,o,1
801,784,800,RED,o,1
801,216,800,GREEN,o,1
801,784,200,BLUE,o,1
199,784,800,YELLOW,o,1
795,807,787,RED,o,1
795,193,787,GREEN,o,1
795,807,213,BLUE,o,1
205,807,787,YELLOW,o,1
815,803,793,RED,o,1
815,197,793,GREEN,o,1
815,803,207,BLUE,o,1
185,803,793,YELLOW,o,1
797,783,805,RED,o,1
797,217,805,GREEN,o,1
797,783,195,BLUE,o,1
203,783,805,YELLOW,o,1
803,795,789,RED,o,1
803,205,789,GREEN,o,1
803,795,211,BLUE,o,1
197,795,789,YELLOW,o,1
820,786,783,RED,o,1
820,214,783,GREEN,o,1
820,786,217,BLUE,o,1
180,786,783,YELLOW,o,1
817,786,821,RED,o,1
817,214,821,GREEN,o,1
817,786,179,BLUE,o,1
183,786,821,YELLOW,o,1
800,812,798,RED,o,1
800,188,798,GREEN,o,1
800,812,202,BLUE,o,1
200,812,798,YELLOW,o,1
283,10,177,GREEN,v,0
283,990,177,BLUE,v,0
283,10,823,GREEN,v,0
717,10,177,YELLOW,v,0
815,795,788,RED,o,1
815,205,788,GREEN,o,1
815,795,212,BLUE,o,1
185,795,788,YELLOW,o,1
818,815,806,RED,o,1
818,185,806,GREEN,o,1
818,815,194,BLUE,o,1
182,815,806,YELLOW,o,1
798,795,806,RED,o,1
798,205,806,GREEN,o,1
798,795,194,BLUE,o,1
202,795,806,YELLOW,o,1
792,823,794,RED,o,1
792,177,794,GREEN,o,1
792,823,206,BLUE,o,1
208,823,794,YELLOW,o,1
800,809,818,RED,o,1
800,191,818,GREEN,o,1
800,809,182,BLUE,o,1
200,809,818,YELLOW,o,1
789,815,825,RED,o,1
789,185,825,GREEN,o,1
789,815,175,BLUE,o,1
211,815,825,YELLOW,o,1
805,805,816,RED,o,1
805,195,816,GREEN,o,1
805,805,184,BLUE,o,1
195,805,816,YELLOW,o,1
804,802,802,RED,o,1
804,198,802,GREEN,o,1
804,802,198,BLUE,o,1
196,802,802,YELLOW,o,1
819,810,818,RED,o,1
819,190,818,GREEN,o,1
819,810,182,BLUE,o,1
181,810,818,YELLOW,o,1
817,830,803,RED,o,1
817,170,803,GREEN,o,1
817,830,197,BLUE,o,1
183,830,803,YELLOW,o,1
827,813,813,RED,o,1
827,187,813,GREEN,o,1
827,813,187,BLUE,o,1
173,813,813,YELLOW,o,1
802,810,831,RED,o,1
802,190,831,GREEN,o,1
802,810,169,BLUE,o,1
198,810,831,YELLOW,o,1
803,824,827,RED,o,1
803,176,827,GREEN,o,1
803,824,173,BLUE,o,1
197,824,827,YELLOW,o,1
797,837,829,RED,o,0
797,163,829,GREEN,o,0
797,837,171,BLUE,o,0
203,837,829,YELLOW,o,0
810,818,803,RED,o,1
810,182,803,GREEN,o,1
810,818,197,BLUE,o,1
190,818,803,YELLOW,o,1
829,813,807,RED,o,1
829,187,807,GREEN,o,1
829,813,193,BLUE,o,1
171,813,807,YELLOW,o,1
359,238,524,BLUE,o,0
359,762,524,BLUE,o,0
359,238,476,RED,o,0
641,238,524,YELLOW,o,0
261,52,466,GREEN,v,0
261,948,466,RED,v,0
261,52,534,YELLOW,v,0
739,52,466,BLUE,v,0
835,811,809,RED,o,1
835,189,809,GREEN,o,1
835,811,191,BLUE,o,1
165,811,809,YELLOW,o,1
842,836,842,RED,o,1
842,164,842,GREEN,o,1
842,836,158,BLUE,o,1
158,836,842,YELLOW,o,1
809,844,820,RED,o,1
809,156,820,GREEN,o,1
809,844,180,BLUE,o,1
191,844,820,YELLOW,o,1
831,818,839,RED,o,1
831,182,839,GREEN,o,1
831,818,161,BLUE,o,1
169,818,839,YELLOW,o,1
808,821,826,RED,o,1
808,179,826,GREEN,o,1
808,821,174,BLUE,o,1
192,821,826,YELLOW,o,1
807,828,815,RED,o,1
807,172,815,GREEN,o,1
807,828,185,BLUE,o,1
193,828,815,YELLOW,o,1
816,816,814,RED,o,1
816,184,814,GREEN,o,1
816,816,186,BLUE,o,1
184,816,814,YELLOW,o,1
828,811,811,RED,o,1
828,189,811,GREEN,o,1
828,811,189,BLUE,o,1
172,811,811,YELLOW,o,1
639,565,718,BLUE,o,0
639,435,718,YELLOW,o,0
639,565,282,RED,o,0
361,565,718,YELLOW,o,0
840,840,829,RED,o,1
840,160,829,GREEN,o,1
840,840,171,BLUE,o,1
160,840,829,YELLOW,o,1
825,837,840,RED,o,1
825,163,840,GREEN,o,1
825,837,160,BLUE,o,1
175,837,840,YELLOW,o,1
821,837,835,RED,o,1
821,163,835,GREEN,o,1
821,837,165,BLUE,o,1
179,837,835,YELLOW,o,1
851,838,846,RED,o,0
851,162,846,GREEN,o,0
851,838,154,BLUE,o,0
149,838,846,YELLOW,o,0
288,360,512,YELLOW,v,0
288,640,512,GREEN,v,0
288,360,488,RED,v,0
712,360,512,GREEN,v,0
843,845,854,RED,o,1
843,155,854,GREEN,o,1
843,845,146,BLUE,o,1
157,845,854,YELLOW,o,1
846,835,826,RED,o,1
846,165,826,GREEN,o,1
846,835,174,BLUE,o,1
154,835,826,YELLOW,o,1
847,823,827,RED,o,1
847,177,827,GREEN,o,1
847,823,173,BLUE,o,1
153,823,827,YELLOW,o,1
829,821,821,RED,o,1
829,179,821,GREEN,o,1
829,821,179,BLUE,o,1
171,821,821,YELLOW,o,1
826,826,855,RED,o,1
826,174,855,GREEN,o,1
826,826,145,BLUE,o,1
174,826,855,YELLOW,o,1
838,859,836,RED,o,1
838,141,836,GREEN,o,1
838,859,164,BLUE,o,1
162,859,836,YELLOW,o,1
855,850,840,RED,o,1
855,150,840,GREEN,o,1
855,850,160,BLUE,o,1
145,850,840,YELLOW,o,1
837,859,833,RED,o,1
837,141,833,GREEN,o,1
837,859,167,BLUE,o,1
163,859,833,YELLOW,o,1
861,851,855,RED,o,1
861,149,855,GREEN,o,1
861,851,145,BLUE,o,1
139,851,855,YELLOW,o,1
864,859,837,RED,o,1
864,141,837,GREEN,o,1
864,859,163,BLUE,o,1
136,859,837,YELLOW,o,1
849,866,861,RED,o,1
849,134,861,GREEN,o,1
849,866,139,BLUE,o,1
151,866,861,YELLOW,o,1
833,842,830,RED,o,1
833,158,830,GREEN,o,1
833,842,170,BLUE,o,1
167,842,830,YELLOW,o,1
854,830,835,RED,o,1
854,170,835,GREEN,o,1
854,830,165,BLUE,o,1
146,830,835,YELLOW,o,1
840,859,835,RED,o,1
840,141,835,GREEN,o,1
840,859,165,BLUE,o,1
160,859,835,YELLOW,o,1
832,855,855,RED,o,1
832,145,855,GREEN,o,1
832,855,145,BLUE,o,1
168,855,855,YELLOW,o,1
837,858,840,RED,o,1
837,142,840,GREEN,o,1
837,858,160,BLUE,o,1
163,858,840,YELLOW,o,1
833,865,861,RED,o,1
833,135,861,GREEN,o,1
833,865,139,BLUE,o,1
167,865,861,YELLOW,o,1
869,861,868,RED,o,1
869,139,868,GREEN,o,1
869,861,132,BLUE,o,1
131,861,868,YELLOW,o,1
834,834,855,RED,o,1
834,166,855,GREEN,o,1
834,834,145,BLUE,o,1
166,834,855,YELLOW,o,1
873,866,873,RED,o,1
873,134,873,GREEN,o,1
873,866,127,BLUE,o,1
127,866,873,YELLOW,o,1
866,868,861,RED,o,1
866,132,861,GREEN,o,1
866,868,139,BLUE,o,1
134,868,861,YELLOW,o,1
844,874,843,RED,o,1
844,126,843,GREEN,o,1
844,874,157,BLUE,o,1
156,874,843,YELLOW,o,1
869,838,868,BLUE,o,0
869,162,868,BLUE,o,0
869,838,132,GREEN,o,0
131,838,868,RED,o,0
843,872,857,RED,o,1
843,128,857,GREEN,o,1
843,872,143,BLUE,o,1
157,872,857,YELLOW,o,1
840,873,866,RED,o,1
840,127,866,GREEN,o,1
840,873,134,BLUE,o,1
160,873,866,YELLOW,o,1
880,852,869,RED,o,1
880,148,869,GREEN,o,1
880,852,131,BLUE,o,1
120,852,869,YELLOW,o,1
882,845,857,RED,o,0
882,155,857,GREEN,o,0
882,845,143,BLUE,o,0
118,845,857,YELLOW,o,0
861,844,881,RED,o,1
861,156,881,GREEN,o,1
861,844,119,BLUE,o,1
139,844,881,YELLOW,o,1
881,865,864,RED,o,1
881,135,864,GREEN,o,1
881,865,136,BLUE,o,1
119,865,864,YELLOW,o,1
847,867,883,RED,o,0
847,133,883,GREEN,o,0
847,867,117,BLUE,o,0
153,867,883,YELLOW,o,0
850,875,867,RED,o,1
850,125,867,GREEN,o,1
850,875,133,BLUE,o,1
150,875,867,YELLOW,o,1
887,853,877,RED,o,1
887,147,877,GREEN,o,1
887,853,123,BLUE,o,1
113,853,877,YELLOW,o,1
854,856,878,RED,o,1
854,144,878,GREEN,o,1
854,856,122,BLUE,o,1
146,856,878,YELLOW,o,1
864,878,889,RED,o,1
864,122,889,GREEN,o,1
864,878,111,BLUE,o,1
136,878,889,YELLOW,o,1
872,851,859,RED,o,1
872,149,859,GREEN,o,1
872,851,141,BLUE,o,1
128,851,859,YELLOW,o,1
868,853,868,RED,o,1
868,147,868,GREEN,o,1
868,853,132,BLUE,o,1
132,853,868,YELLOW,o,1
853,864,852,RED,o,1
853,136,852,GREEN,o,1
853,864,148,BLUE,o,1
147,864,852,YELLOW,o,1
872,892,878,RED,o,0
872,108,878,BLUE,o,0
872,892,122,GREEN,o,0
128,892,878,GREEN,o,0
890,890,860,RED,o,1
890,110,860,GREEN,o,1
890,890,140,BLUE,o,1
110,890,860,YELLOW,o,1
861,884,884,RED,o,1
861,116,884,GREEN,o,1
861,884,116,BLUE,o,1
139,884,884,YELLOW,o,1
863,865,888,RED,o,1
863,135,888,GREEN,o,1
863,865,112,BLUE,o,1
137,865,888,YELLOW,o,1
889,870,866,RED,o,1
889,130,866,GREEN,o,1
889,870,134,BLUE,o,1
111,870,866,YELLOW,o,1
889,887,898,RED,o,1
889,113,898,GREEN,o,1
889,887,102,BLUE,o,1
111,887,898,YELLOW,o,1
245,407,458,BLUE,o,0
245,593,458,YELLOW,o,0
245,407,542,YELLOW,o,0
755,407,458,YELLOW,o,0
883,879,878,RED,o,1
883,121,878,GREEN,o,1
883,879,122,BLUE,o,1
117,879,878,YELLOW,o,1
865,873,863,RED,o,1
865,127,863,GREEN,o,1
865,873,137,BLUE,o,1
135,873,863,YELLOW,o,1
865,895,892,RED,o,1
865,105,892,GREEN,o,1
865,895,108,BLUE,o,1
135,895,892,YELLOW,o,1
903,902,889,RED,o,0
903,98,889,GREEN,o,0
903,902,111,YELLOW,o,0
97,902,889,YELLOW,o,0
896,869,891,RED,o,1
896,131,891,GREEN,o,1
896,869,109,BLUE,o,1
104,869,891,YELLOW,o,1
869,892,885,RED,o,1
869,108,885,GREEN,o,1
869,892,115,BLUE,o,1
131,892,885,YELLOW,o,1
883,877,875,RED,o,1
883,123,875,GREEN,o,1
883,877,125,BLUE,o,1
117,877,875,YELLOW,o,1
896,880,880,RED,o,1
896,120,880,GREEN,o,1
896,880,120,BLUE,o,1
104,880,880,YELLOW,o,1
906,886,875,RED,o,1
906,114,875,GREEN,o,1
906,886,125,BLUE,o,1
94,886,875,YELLOW,o,1
884,875,896,RED,o,1
884,125,896,GREEN,o,1
884,875,104,BLUE,o,1
116,875,896,YELLOW,o,1
876,895,882,RED,o,1
876,105,882,GREEN,o,1
876,895,118,BLUE,o,1
124,895,882,YELLOW,o,1
659,378,143,YELLOW,v,0
659,622,143,RED,v,0
659,378,857,RED,v,0
341,378,143,GREEN,v,0
899,897,886,RED,o,1
899,103,886,GREEN,o,1
899,897,114,BLUE,o,1
101,897,886,YELLOW,o,1
898,874,895,RED,o,0
898,126,895,GREEN,o,0
898,874,105,BLUE,o,0
102,874,895,YELLOW,o,0
894,893,907,RED,o,1
894,107,907,GREEN,o,1
894,893,93,BLUE,o,1
106,893,907,YELLOW,o,1
915,893,896,RED,o,1
915,107,896,GREEN,o,1
915,893,104,BLUE,o,1
85,893,896,YELLOW,o,1
888,914,893,RED,o,1
888,86,893,GREEN,o,1
888,914,107,BLUE,o,1
112,914,893,YELLOW,o,1
664,920,819,BLUE,o,0
664,80,819,YELLOW,o,0
664,920,181,RED,o,0
336,920,819,BLUE,o,0
906,894,886,RED,o,1
906,106,886,GREEN,o,1
906,894,114,BLUE,o,1
94,894,886,YELLOW,o,1
918,919,894,RED,o,1
918,81,894,GREEN,o,1
918,919,106,BLUE,o,1
82,919,894,YELLOW,o,1
911,915,886,RED,o,1
911,85,886,GREEN,o,1
911,915,114,BLUE,o,1
89,915,886,YELLOW,o,1
902,899,904,RED,o,1
902,101,904,GREEN,o,1
902,899,96,BLUE,o,1
98,899,904,YELLOW,o,1
884,891,920,RED,o,1
884,109,920,GREEN,o,1
884,891,80,BLUE,o,1
116,891,920,YELLOW,o,1
136,847,911,GREEN,v,0
136,153,911,RED,v,0
136,847,89,RED,v,0
864,847,911,YELLOW,v,0
900,884,888,RED,o,1
900,116,888,GREEN,o,1
900,884,112,BLUE,o,1
100,884,888,YELLOW,o,1
892,911,917,RED,o,1
892,89,917,GREEN,o,1
892,911,83,BLUE,o,1
108,911,917,YELLOW,o,1
915,889,892,RED,v,0
915,111,892,GREEN,v,0
915,889,108,BLUE,v,0
85,889,892,YELLOW,v,0
151,815,190,YELLOW,o,0
151,185,190,RED,o,0
151,815,810,RED,o,0
849,815,190,YELLOW,o,0
899,912,896,RED,o,1
899,88,896,GREEN,o,1
899,912,104,BLUE,o,1
101,912,896,YELLOW,o,1
917,926,912,RED,o,1
917,74,912,GREEN,o,1
917,926,88,BLUE,o,1
83,926,912,YELLOW,o,1
910,925,927,RED,o,1
910,75,927,GREEN,o,1
910,925,73,BLUE,o,1
90,925,927,YELLOW,o,1
900,912,924,RED,o,1
900,88,924,GREEN,o,1
900,912,76,BLUE,o,1
100,912,924,YELLOW,o,1
901,896,892,RED,o,1
901,104,892,GREEN,o,1
901,896,108,BLUE,o,1
99,896,892,YELLOW,o,1
929,913,902,RED,o,1
929,87,902,GREEN,o,1
929,913,98,BLUE,o,1
71,913,902,YELLOW,o,1
933,924,933,RED,o,1
933,76,933,GREEN,o,1
933,924,67,BLUE,o,1
67,924,933,YELLOW,o,1
928,918,895,RED,o,1
928,82,895,GREEN,o,1
928,918,105,BLUE,o,1
72,918,895,YELLOW,o,1
920,904,919,RED,o,1
920,96,919,GREEN,o,1
920,904,81,BLUE,o,1
80,904,919,YELLOW,o,1
904,925,902,RED,o,1
904,75,902,GREEN,o,1
904,925,98,BLUE,o,1
96,925,902,YELLOW,o,1
907,901,915,RED,o,1
907,99,915,GREEN,o,1
907,901,85,BLUE,o,1
93,901,915,YELLOW,o,1
929,922,922,RED,o,1
929,78,922,GREEN,o,1
929,922,78,BLUE,o,1
71,922,922,YELLOW,o,1
904,938,910,RED,o,1
904,62,910,GREEN,o,1
904,938,90,BLUE,o,1
96,938,910,YELLOW,o,1
925,919,929,RED,o,0
925,81,929,GREEN,o,0
925,919,71,BLUE,o,0
75,919,929,YELLOW,o,0
911,925,942,RED,o,1
911,75,942,GREEN,o,1
911,925,58,BLUE,o,1
89,925,942,YELLOW,o,1
907,919,913,RED,o,1
907,81,913,GREEN,o,1
907,919,87,BLUE,o,1
93,919,913,YELLOW,o,1
914,914,920,RED,o,1
914,86,920,GREEN,o,1
914,914,80,BLUE,o,1
86,914,920,YELLOW,o,1
924,923,911,RED,o,1
924,77,911,GREEN,o,1
924,923,89,BLUE,o,1
76,923,911,YELLOW,o,1
926,909,936,RED,o,1
926,91,936,GREEN,o,1
926,909,64,BLUE,o,1
74,909,936,YELLOW,o,1
930,907,918,RED,o,1
930,93,918,GREEN,o,1
930,907,82,BLUE,o,1
70,907,918,YELLOW,o,1
913,913,942,RED,o,0
913,87,942,GREEN,o,0
913,913,58,BLUE,o,0
87,913,942,BLUE,o,0
916,942,948,RED,o,1
916,58,948,GREEN,o,1
916,942,52,BLUE,o,1
84,942,948,YELLOW,o,1
935,944,923,YELLOW,o,0
935,56,923,RED,o,0
935,944,77,BLUE,o,0
65,944,923,BLUE,o,0
920,939,912,RED,o,1
920,61,912,GREEN,o,1
920,939,88,BLUE,o,1
80,939,912,YELLOW,o,1
924,915,936,RED,o,1
924,85,936,GREEN,o,1
924,915,64,BLUE,o,1
76,915,936,YELLOW,o,1
928,933,936,RED,o,1
928,67,936,GREEN,o,1
928,933,64,BLUE,o,1
72,933,936,YELLOW,o,1
926,923,924,RED,o,1
926,77,924,GREEN,o,1
926,923,76,BLUE,o,1
74,923,924,YELLOW,o,1
943,924,933,RED,o,1
943,76,933,GREEN,o,1
943,924,67,BLUE,o,1
57,924,933,YELLOW,o,1
923,955,936,RED,o,1
923,45,936,GREEN,o,1
923,955,64,BLUE,o,1
77,955,936,YELLOW,o,1
931,933,942,RED,o,1
931,67,942,GREEN,o,1
931,933,58,BLUE,o,1
69,933,942,YELLOW,o,1
924,924,920,RED,o,1
924,76,920,GREEN,o,1
924,924,80,BLUE,o,1
76,924,920,YELLOW,o,1
859,4,234,YELLOW,v,0
859,996,234,GREEN,v,0
859,4,766,YELLOW,v,0
141,4,234,GREEN,v,0
953,960,936,RED,o,1
953,40,936,GREEN,o,1
953,960,64,BLUE,o,1
47,960,936,YELLOW,o,1
923,943,933,RED,o,1
923,57,933,GREEN,o,1
923,943,67,BLUE,o,1
77,943,933,YELLOW,o,1
959,949,938,RED,o,1
959,51,938,GREEN,o,1
959,949,62,BLUE,o,1
41,949,938,YELLOW,o,1
945,945,940,RED,o,1
945,55,940,GREEN,o,1
945,945,60,BLUE,o,1
55,945,940,YELLOW,o,1
786,463,472,YELLOW,v,0
